mesh_id,snomed_id,snomed_term,confidence,mapping_method,frequency,entity_classes,corpora,snomed_active
D012834,41967008,Silver,0.90,shared_cui,2,chemical,BC5CDR,true
D012977,10377000,Sodium nitrite,0.90,shared_cui,2,chemical,BC5CDR,true
D012980,387411000,Sodium salicylate,0.90,shared_cui,2,chemical,BC5CDR,true
D012999,363650003,Soman,0.90,shared_cui,2,chemical,"BC5CDR,BioRED",true
D013261,16136003,Sterol,0.90,shared_cui,2,chemical,BC5CDR,true
D013290,302809008,Streptococcus pyogenes infection,0.90,shared_cui,2,disease,"BC5CDR,BioRED",true
D013449,387406002,Sulfonamide,0.90,shared_cui,2,chemical,BC5CDR,true
D013479,63363004,Superior vena cava syndrome,0.90,shared_cui,2,disease,BC5CDR,true
D013616,11092001,Sinus tachycardia,0.90,shared_cui,2,disease,BC5CDR,true
D013656,47950009,Taurocholic acid,0.90,shared_cui,2,chemical,BC5CDR,true
D013693,387300007,Temazepam,0.90,shared_cui,2,chemical,BC5CDR,true
D013716,202855006,Lateral epicondylitis,0.90,shared_cui,2,disease,BC5CDR,true
D013733,64910008,Disorder of testis,0.90,shared_cui,2,disease,"BC5CDR,BioRED",true
D013789,40108008,Thalassemia,0.90,shared_cui,2,disease,BC5CDR,true
D013827,416624006,Thiabendazole,0.90,shared_cui,2,chemical,BC5CDR,true
D013881,372706001,Thioridazine,0.90,shared_cui,2,chemical,BC5CDR,true
D013931,80946001,Thromboxane,0.90,shared_cui,2,chemical,"BC5CDR,BioRED",true
D013972,65428006,Thyrotrophin,0.90,shared_cui,2,chemical,BC5CDR,true
D014191,372891006,Tranylcypromine,0.90,shared_cui,2,chemical,BC5CDR,true
D014277,31681005,Trigeminal neuralgia,0.90,shared_cui,2,disease,BC5CDR,true
D014343,60441008,Trypan blue stain,0.90,shared_cui,2,chemical,"BC5CDR,BioRED",true
D014424,710008008,Monosomy X,0.90,shared_cui,2,disease,BC5CDR,true
D014514,64572001,Disease,0.40,sty_fallback:Disease or Syndrome,2,disease,BC5CDR,true
D014523,126883004,Neoplasm of urethra,0.90,shared_cui,2,disease,BC5CDR,true
D014552,68566005,Urinary tract infectious disease,0.90,shared_cui,2,disease,BC5CDR,true
D014571,126879004,Neoplasm of urinary system,0.90,shared_cui,2,disease,BC5CDR,true
D014591,12337004,Disorder of uterus,0.90,shared_cui,2,disease,BC5CDR,true
D014673,372883002,Vecuronium,0.90,shared_cui,2,chemical,BC5CDR,true
D014751,409198005,Vindesine,0.90,shared_cui,2,chemical,BC5CDR,true
D014812,65183007,Vitamin K and/or vitamin K derivative,0.90,shared_cui,2,chemical,BC5CDR,true
D014842,128105004,von Willebrand disorder,0.90,shared_cui,2,disease,BioRED,true
D015043,53132006,Zollinger-Ellison syndrome,0.90,shared_cui,2,disease,BC5CDR,true
D015055,105590001,Substance,0.40,"sty_fallback:Amino Acid, Peptide, or Protein",2,chemical,BC5CDR,true
D015210,48440001,Gouty arthritis,0.90,shared_cui,2,disease,BC5CDR,true
D015275,277605001,Tumor lysis syndrome,0.90,shared_cui,2,disease,BC5CDR,true
D015356,232035005,Retinal artery occlusion,0.90,shared_cui,2,disease,BC5CDR,true
D015737,386861009,Nisoldipine,0.90,shared_cui,2,chemical,BC5CDR,true
D015784,409276006,Betaxolol,0.90,shared_cui,2,chemical,BC5CDR,true
D015814,19721008,Hypotony of eye,0.90,shared_cui,2,disease,BC5CDR,true
D015845,24225004,Tonic pupillary reaction,0.90,shared_cui,2,disease,BC5CDR,true
D015863,77971008,Iridocyclitis,0.90,shared_cui,2,disease,BC5CDR,true
D016210,372766003,Methacholine,0.90,shared_cui,2,chemical,BioRED,true
D016511,722067005,Omenn syndrome,0.90,shared_cui,2,disease,"BC5CDR,BioRED",true
D016638,1351859001,Post intensive care syndrome,0.55,mrrel_rn,2,disease,BC5CDR,true
D016718,3792001,Arachidonic acid,0.90,shared_cui,2,chemical,BioRED,true
D016729,397198002,Leuprolide,0.90,shared_cui,2,chemical,BC5CDR,true
D017091,30588004,Ischemic colitis,0.90,shared_cui,2,disease,BC5CDR,true
D017245,372902006,Foscarnet,0.90,shared_cui,2,chemical,BioRED,true
D017254,446688004,Leukemic infiltration,0.90,shared_cui,2,disease,BC5CDR,true
D017257,386872004,Ramipril,0.90,shared_cui,2,chemical,"BC5CDR,BioRED",true
D017294,372487007,Ondansetron,0.90,shared_cui,2,chemical,BC5CDR,true
D017301,105590001,Substance,0.40,"sty_fallback:Amino Acid, Peptide, or Protein",2,chemical,BioRED,true
D017512,12873001,Lichenoid eruption,0.90,shared_cui,2,disease,BC5CDR,false
D017674,4996001,Hypophosphatemia,0.90,shared_cui,2,disease,"BC5CDR,BioRED",true
D018236,1156454002,Embryonal carcinoma,0.90,shared_cui,2,disease,BioRED,true
D018262,30546008,Clear cell adenocarcinoma,0.90,shared_cui,2,disease,BC5CDR,true
D018636,62067003,Hypoplastic left heart syndrome,0.90,shared_cui,2,disease,BC5CDR,true
D018680,373246003,Acetylcholine receptor antagonist,0.90,shared_cui,2,chemical,BioRED,true
D018723,372698003,Bethanechol,0.90,shared_cui,2,chemical,BC5CDR,true
D018727,372679000,Muscarinic receptor antagonist,0.90,shared_cui,2,chemical,"BC5CDR,BioRED",true
D018781,66551002,Psychogenic headache,0.90,shared_cui,2,disease,BC5CDR,true
D018798,87522002,Iron deficiency anemia,0.90,shared_cui,2,disease,BioRED,true
D018847,105590001,Substance,0.40,"sty_fallback:Amino Acid, Peptide, or Protein",2,chemical,BioRED,true
D018856,111409009,Ulcerative cystitis,0.90,shared_cui,2,disease,BC5CDR,true
D018981,238049009,Carbohydrate-deficient glycoprotein syndrome,0.90,shared_cui,2,disease,BioRED,true
D019301,259579007,9 cis-octadecenoic acid,0.90,shared_cui,2,chemical,BC5CDR,true
D019557,238751002,Perioral dermatitis,0.90,shared_cui,2,disease,BC5CDR,true
D019800,116613007,Phenol,0.90,shared_cui,2,chemical,BC5CDR,true
D019820,46843002,Xanthine,0.90,shared_cui,2,chemical,BC5CDR,true
D019832,372690005,Methscopolamine,0.90,shared_cui,2,chemical,BC5CDR,true
D019851,234467004,Thrombophilia,0.90,shared_cui,2,disease,"BC5CDR,BioRED",true
D019956,43954004,Head-banging,0.90,shared_cui,2,disease,BC5CDR,true
D020152,36351005,Antithrombin III deficiency,0.90,shared_cui,2,disease,BioRED,true
D020294,230672006,Congenital myasthenic syndrome,0.90,shared_cui,2,disease,BioRED,true
D020335,1845001,Paraparesis,0.90,shared_cui,2,disease,"BC5CDR,BioRED",true
D020447,58690002,Parasomnia,0.90,shared_cui,2,disease,BC5CDR,true
D020748,421651006,Mibefradil,0.90,shared_cui,2,chemical,BC5CDR,true
D020758,39134007,Hematomyelia,0.90,shared_cui,2,disease,BC5CDR,true
D020795,409668002,Photophobia,0.90,shared_cui,2,disease,BC5CDR,true
D020803,428638009,Encephalitis caused by Herpesvirus,0.90,shared_cui,2,disease,BC5CDR,true
D020896,816082000,Hypovolemia,0.90,shared_cui,2,disease,BC5CDR,true
D020909,386965004,Acarbose,0.90,shared_cui,2,chemical,BioRED,true
D020915,69482004,Korsakoff's psychosis,0.90,shared_cui,2,disease,BC5CDR,true
D020920,44186003,Dyssomnia,0.90,shared_cui,2,disease,"BC5CDR,BioRED",true
D020967,193237003,Myotonic disorder,0.90,shared_cui,2,disease,BC5CDR,true
D021501,247355005,Flank pain,0.90,shared_cui,2,disease,BC5CDR,true
D023341,43724002,Chill,0.90,shared_cui,2,disease,"BC5CDR,BioRED",true
D025861,33297000,Hereditary factor II deficiency disease,0.55,mrrel_rn,2,disease,BioRED,true
D026941,782436006,Sodium channel blocker,0.90,shared_cui,2,chemical,BioRED,true
D031300,77628002,Retinal vasculitis,0.90,shared_cui,2,disease,BC5CDR,true
D041881,65275009,Acute cholecystitis,0.90,shared_cui,2,disease,BC5CDR,true
D042967,40879004,NADH dehydrogenase (ubiquinon),0.90,shared_cui,2,chemical,BioRED,true
D044882,126877002,Disorder of glucose metabolism,0.90,shared_cui,2,disease,BioRED,true
D052177,156973002,Cystic kidney disease,0.90,shared_cui,2,disease,"BC5CDR,BioRED",false
D052638,105590001,Substance,0.40,sty_fallback:Hazardous or Poisonous Substance,2,chemical,BC5CDR,true
D054019,426202004,Immune reconstitution inflammatory syndrome,0.90,shared_cui,2,disease,"BC5CDR,BioRED",true
D054179,82966003,Hereditary angioedema,0.90,shared_cui,2,disease,BC5CDR,true
D054218,128824003,T-lymphoblastic leukemia,0.90,shared_cui,2,disease,BC5CDR,true
D054559,20165001,Hyperphosphatemia,0.90,shared_cui,2,disease,BC5CDR,true
D054715,105590001,Substance,0.40,sty_fallback:Hazardous or Poisonous Substance,2,chemical,BioRED,true
D054908,422481005,Extreme drug resistant tuberculosis,0.90,shared_cui,2,disease,BC5CDR,true
D055499,440653007,Infection associated with catheter,0.90,shared_cui,2,disease,BC5CDR,true
D056648,722191003,Antineutrophil cytoplasmic antibody positive vasculitis,0.90,shared_cui,2,disease,BC5CDR,true
D056768,128207002,Giant axonal neuropathy,0.90,shared_cui,2,disease,BC5CDR,true
D058456,360455002,Coats' disease,0.90,shared_cui,2,disease,BioRED,true
D059327,43476002,Brachydactyly,0.90,shared_cui,2,disease,BioRED,true
D059808,416908008,Polyphenol,0.90,shared_cui,2,chemical,"BC5CDR,BioRED",true
D060050,233819005,Stable angina,0.90,shared_cui,2,disease,BC5CDR,true
D061325,718220008,Hereditary breast and ovarian cancer syndrome,0.90,shared_cui,2,disease,BioRED,true
D063730,66266003,Phosphopenic type rickets,0.90,shared_cui,2,disease,BioRED,true
D065095,416798007,Calcineurin inhibitor,0.90,shared_cui,2,chemical,BioRED,true
D065127,387146001,Droperidol,0.55,mrrel_rn,2,chemical,BioRED,true
D065168,373873005,Pharmaceutical / biologic product,0.40,sty_fallback:Pharmacologic Substance,2,chemical,BioRED,true
D065692,386896009,Ritonavir,0.55,mrrel_rn,2,chemical,BioRED,true
C001634,60530008,Aldehyde,0.65,mrrel_rb,1,chemical,BioRED,true
C004648,116071004,Testosterone enanthate,0.90,shared_cui,1,chemical,BC5CDR,true
C004658,105590001,Substance,0.40,sty_fallback:Organic Chemical,1,chemical,BC5CDR,true
C005151,407312007,Enzyme inhibitor,0.65,mrrel_rb,1,chemical,BC5CDR,true
C005253,717152000,Picloxydine,0.90,shared_cui,1,chemical,BC5CDR,true
C006389,33635003,Serotonin,0.65,mrrel_rb,1,chemical,BC5CDR,true
C006649,391795000,Atropine methonitrate,0.90,shared_cui,1,chemical,BC5CDR,true
C007419,259522000,Dihydrouracil,0.90,shared_cui,1,chemical,BC5CDR,true
C007744,105590001,Substance,0.40,sty_fallback:Organic Chemical,1,chemical,BC5CDR,true
C008261,79784000,Lead acetate,0.90,shared_cui,1,chemical,BC5CDR,true
C009689,105590001,Substance,0.40,sty_fallback:Organic Chemical,1,chemical,BioRED,true
C010012,105590001,Substance,0.40,sty_fallback:Organic Chemical,1,chemical,BC5CDR,true
C010882,108895000,Chlorhexidine gluconate,0.90,shared_cui,1,chemical,BC5CDR,true
C010920,43289005,Dihydrofolate,0.90,shared_cui,1,chemical,BioRED,true
C010980,105590001,Substance,0.40,"sty_fallback:Amino Acid, Peptide, or Protein",1,chemical,BC5CDR,true
C011006,67036009,Plant growth regulator,0.65,mrrel_rb,1,chemical,BioRED,true
C012589,373219008,Antifungal,0.65,mrrel_rb,1,chemical,BioRED,true
C013295,105590001,Substance,0.40,sty_fallback:Organic Chemical,1,chemical,BC5CDR,true
C016534,414568004,Lanthanum,0.65,mrrel_rb,1,chemical,BC5CDR,true
C016635,52770005,Acetoacetic acid,0.90,shared_cui,1,chemical,BC5CDR,true
C017296,115502007,Estrone sulfate,0.90,shared_cui,1,chemical,BioRED,true
C017610,111125005,Fluphenazine enanthate,0.90,shared_cui,1,chemical,BC5CDR,true
C017807,105590001,Substance,0.40,sty_fallback:Organic Chemical,1,chemical,BC5CDR,true
C018021,255839000,Cobalt chloride,0.90,shared_cui,1,chemical,BC5CDR,true
C020047,70695005,Dihydropyrimidinase,0.90,shared_cui,1,chemical,BC5CDR,true
C020243,44044007,Calcium phosphate,0.90,shared_cui,1,chemical,BC5CDR,true
C021270,395902007,Tiaprofenic acid,0.90,shared_cui,1,chemical,BC5CDR,true
C021650,79380007,Hydrocortisone acetate,0.90,shared_cui,1,chemical,BC5CDR,true
C023023,3325005,Lipopolysaccharide,0.65,mrrel_rb,1,chemical,BioRED,true
C024829,20672004,Guanine,0.65,mrrel_rb,1,chemical,BioRED,true
C025136,115448001,Phenylacetate,0.90,shared_cui,1,chemical,BC5CDR,true
C025483,126172005,Estradiol,0.65,mrrel_rb,1,chemical,BioRED,true
C028322,372810006,Theophylline,0.65,mrrel_rb,1,chemical,BC5CDR,true
C028889,373265006,Analgesic,0.65,mrrel_rb,1,chemical,BC5CDR,true
C028911,406959000,Cresyl violet stain,0.90,shared_cui,1,chemical,BC5CDR,true
C030123,766936008,Coumarin,0.90,shared_cui,1,chemical,BC5CDR,true
C030290,102648007,Malonic acid,0.90,shared_cui,1,chemical,BioRED,true
C032109,43688007,Testosterone,0.65,mrrel_rb,1,chemical,BC5CDR,true
C032368,373275009,Alpha adrenergic receptor antagonist,0.65,mrrel_rb,1,chemical,BC5CDR,true
C032943,373781002,Metocurine,0.90,shared_cui,1,chemical,BC5CDR,true
C034318,373265006,Analgesic,0.65,mrrel_rb,1,chemical,BC5CDR,true
C034347,372580007,Bronchodilator,0.65,mrrel_rb,1,chemical,BC5CDR,true
C036067,422102009,Indazole,0.65,mrrel_rb,1,chemical,BC5CDR,true
C036139,96206009,Norfluoxetine,0.90,shared_cui,1,chemical,BC5CDR,true
C036432,61742009,Biperiden lactate,0.90,shared_cui,1,chemical,BC5CDR,true
C038936,105590001,Substance,0.40,sty_fallback:Organic Chemical,1,chemical,BC5CDR,true
C043104,387220006,Phenytoin,0.65,mrrel_rb,1,chemical,BC5CDR,true
C044946,372511001,Benazepril,0.90,shared_cui,1,chemical,BC5CDR,true
C046728,413501004,Amidine,0.65,mrrel_rb,1,chemical,BC5CDR,true
C050313,105590001,Substance,0.40,sty_fallback:Organic Chemical,1,chemical,BC5CDR,true
C053519,372843005,Bleomycin,0.65,mrrel_rb,1,chemical,BC5CDR,true
C058121,1156664003,Phenylurea compound,0.65,mrrel_rb,1,chemical,BioRED,true
C058895,105590001,Substance,0.40,sty_fallback:Organic Chemical,1,chemical,BC5CDR,true
C064210,360207000,Oxazolidine,0.90,shared_cui,1,chemical,BC5CDR,true
C066430,419450001,GABA receptor antagonist,0.65,mrrel_rb,1,chemical,BC5CDR,true
C072790,105590001,Substance,0.40,sty_fallback:Organic Chemical,1,chemical,BC5CDR,true
C075773,782571009,Phenylbutyrate,0.90,shared_cui,1,chemical,BC5CDR,true
C079014,105590001,Substance,0.40,"sty_fallback:Amino Acid, Peptide, or Protein",1,chemical,BC5CDR,true
C079282,416590002,Cyclic peptide,0.65,mrrel_rb,1,chemical,BioRED,true
C080985,63004003,Phenylalanine,0.65,mrrel_rb,1,chemical,BioRED,true
C084773,105590001,Substance,0.40,sty_fallback:Organic Chemical,1,chemical,BC5CDR,true
C085527,105590001,Substance,0.40,sty_fallback:Organic Chemical,1,chemical,BC5CDR,true
C086276,373443008,Cerivastatin,0.90,shared_cui,1,chemical,BioRED,true
C098725,105590001,Substance,0.40,sty_fallback:Organic Chemical,1,chemical,BC5CDR,true
C100416,421559001,Peginterferon alfa-2a,0.90,shared_cui,1,chemical,BC5CDR,true
C101425,421747003,Posaconazole,0.90,shared_cui,1,chemical,BC5CDR,true
C103872,84698008,Cholesterol,0.65,mrrel_rb,1,chemical,BC5CDR,true
C106746,105590001,Substance,0.40,sty_fallback:Organic Chemical,1,chemical,BC5CDR,true
C117268,385580005,Pimecrolimus,0.90,shared_cui,1,chemical,BC5CDR,true
C402343,105590001,Substance,0.40,sty_fallback:Organic Chemical,1,chemical,BC5CDR,true
C402896,15331006,Glycine,0.65,mrrel_rb,1,chemical,BC5CDR,true
C409648,105590001,Substance,0.40,sty_fallback:Organic Chemical,1,chemical,BioRED,true
C419410,414000001,Dipeptide,0.65,mrrel_rb,1,chemical,BioRED,true
C426686,415853004,Ximelagatran,0.90,shared_cui,1,chemical,BC5CDR,true
C441200,429343000,Isoxazole,0.65,mrrel_rb,1,chemical,BC5CDR,true
C479958,46075000,Oligosaccharide,0.65,mrrel_rb,1,chemical,BC5CDR,true
C495469,766803008,p-coumaric acid,0.90,shared_cui,1,chemical,BioRED,true
C504380,105590001,Substance,0.40,"sty_fallback:Amino Acid, Peptide, or Protein",1,chemical,BC5CDR,true
C512273,47826006,Thiourea,0.65,mrrel_rb,1,chemical,BioRED,true
C515050,395929002,Zopiclone,0.90,shared_cui,1,chemical,BC5CDR,true
C535280,190502001,Pituitary dependent hypercortisolism,0.65,mrrel_rb,1,disease,BioRED,true
C535342,38054002,Zonular cataract,0.90,shared_cui,1,disease,BioRED,false
C535531,36427004,Intervertebral disc disorder,0.90,shared_cui,1,disease,BioRED,true
C535610,402694007,Dermatosis of scalp,0.65,mrrel_rb,1,disease,BC5CDR,true
C535670,1237226008,Isotretinoin syndrome,0.90,shared_cui,1,disease,BC5CDR,true
C535683,240063002,Eichsfeld type congenital muscular dystrophy,0.90,shared_cui,1,disease,BioRED,true
C535720,73120006,Stenosis of duodenum,0.90,shared_cui,1,disease,BioRED,true
C535761,48796009,Congenital nephrotic syndrome,0.90,shared_cui,1,disease,BioRED,true
C535781,109420003,Dysostosis,0.65,mrrel_rb,1,disease,BioRED,true
C536132,253101008,Congenital cerebral hernia,0.65,mrrel_rb,1,disease,BioRED,true
C536202,49428008,Elastosis perforans serpiginosa,0.90,shared_cui,1,disease,BC5CDR,true
C536214,725097006,Crisponi syndrome,0.90,shared_cui,1,disease,BC5CDR,true
C536409,89369001,Anencephalus,0.65,mrrel_rb,1,disease,BC5CDR,true
C536649,18911002,Penile structure,0.65,mrrel_rb,1,disease,BioRED,true
C537048,702397002,Renal tubular dysgenesis,0.90,shared_cui,1,disease,BioRED,true
C537304,419039007,Granular corneal dystrophy type I,0.90,shared_cui,1,disease,BioRED,true
C537464,438504004,Lenz microphthalmia syndrome,0.90,shared_cui,1,disease,BioRED,true
C537475,237988006,Nicotinamide adenine dinucleotide coenzyme Q reductase deficiency,0.90,shared_cui,1,disease,BioRED,true
C537540,91175000,Seizure,0.65,mrrel_rb,1,disease,BioRED,true
C537580,236531005,Renal dysplasia and retinal aplasia,0.90,shared_cui,1,disease,BioRED,true
C537689,90708001,Kidney disease,0.65,mrrel_rb,1,disease,BioRED,true
C537761,699669001,Renpenning syndrome,0.90,shared_cui,1,disease,BioRED,true
C538178,37702000,Hereditary acrodermatitis enteropathica,0.90,shared_cui,1,disease,BC5CDR,true
C538238,97881000119105,Adrenal incidentaloma,0.90,shared_cui,1,disease,BioRED,true
C538458,236432001,Pulmonary renal syndrome,0.90,shared_cui,1,disease,BC5CDR,true
C538525,447292006,Mitochondrial encephalomyopathy,0.65,mrrel_rb,1,disease,BioRED,true
C540694,439698008,Hereditary thrombophilia,0.90,shared_cui,1,disease,BioRED,true
C540770,240096000,Mitochondrial cytopathy,0.90,shared_cui,1,disease,BC5CDR,true
C541795,58674002,Naphthol,0.65,mrrel_rb,1,chemical,BioRED,true
C563492,77157004,Disorder of optic nerve,0.65,mrrel_rb,1,disease,BC5CDR,true
C563781,782957005,Ichthyosis,0.65,mrrel_rb,1,disease,BioRED,true
C563797,764962002,Hepatoencephalopathy due to combined oxidative phosphorylation defect type 1,0.90,shared_cui,1,disease,BioRED,true
C563897,38341003,Hypertensive disorder,0.65,mrrel_rb,1,disease,BC5CDR,true
C564088,17450006,Myoclonus,0.65,mrrel_rb,1,disease,BC5CDR,true
C564969,16110005,Ophthalmoplegia,0.65,mrrel_rb,1,disease,BioRED,true
C565222,31996006,Vasculitis,0.65,mrrel_rb,1,disease,BC5CDR,true
C565367,70528007,Mucolipidosis,0.65,mrrel_rb,1,disease,BioRED,true
C565469,234532001,Immunodeficiency disorder,0.65,mrrel_rb,1,disease,BC5CDR,true
C565497,38101003,Hypermetropia,0.65,mrrel_rb,1,disease,BioRED,true
C566121,80281008,Cleft lip,0.65,mrrel_rb,1,disease,BioRED,true
C566321,702375004,Familial isolated pituitary adenoma,0.90,shared_cui,1,disease,BioRED,true
C566404,24079001,Atopic dermatitis,0.65,mrrel_rb,1,disease,BioRED,true
C576203,609437000,Fetal Alcohol Spectrum Disorder,0.65,mrrel_rb,1,disease,BioRED,true
C580162,860812002,Hereditary sensory autonomic neuropathy type IE,0.90,shared_cui,1,disease,BC5CDR,true
D000052,402599005,Acanthosis nigricans,0.90,shared_cui,1,disease,BioRED,true
D000160,35141006,Cochlear nerve disorder,0.90,shared_cui,1,disease,BC5CDR,true
D000167,412535007,Acriflavine,0.90,shared_cui,1,chemical,BC5CDR,true
D000224,363732003,Addison's disease,0.90,shared_cui,1,disease,BioRED,true
D000249,4864008,Adenylic acid,0.90,shared_cui,1,chemical,BC5CDR,true
D000362,10249006,Agar,0.90,shared_cui,1,chemical,BioRED,true
D000432,259221006,Methanol,0.90,shared_cui,1,chemical,BioRED,true
D000435,25702006,Alcohol intoxication,0.90,shared_cui,1,disease,BC5CDR,true
D000468,63813000,Alkali,0.90,shared_cui,1,chemical,BC5CDR,true
D000469,57056007,Alkaline phosphatase,0.90,shared_cui,1,chemical,BioRED,true
D000530,125994005,SAFFAN,0.90,shared_cui,1,chemical,BC5CDR,false
D000535,12503006,Aluminum,0.90,shared_cui,1,chemical,BC5CDR,true
D000542,37471005,Hypersensitivity pneumonitis,0.90,shared_cui,1,disease,BC5CDR,true
D000550,246623008,Lazy eye,0.90,shared_cui,1,disease,BC5CDR,true
D000614,703390006,Acexamic acid,0.55,mrrel_rn,1,chemical,BC5CDR,true
D000643,51366003,Ammonium chloride,0.90,shared_cui,1,chemical,BC5CDR,true
D000648,51921000,Retrograde amnesia,0.90,shared_cui,1,disease,BC5CDR,true
D000677,391774005,Amsacrine,0.90,shared_cui,1,chemical,BC5CDR,true
D000748,83414005,Macrocytic anemia,0.90,shared_cui,1,disease,BC5CDR,true
D000789,25106000,Impending infarction,0.90,shared_cui,1,disease,BC5CDR,true
D000841,372857007,Antiprotozoal,0.65,mrrel_rb,1,chemical,BioRED,true
D000889,372813008,Antiarrhythmic agent,0.90,shared_cui,1,chemical,BioRED,true
D000983,55486005,Antipyrine,0.90,shared_cui,1,chemical,BC5CDR,true
D000998,372701006,Antiviral,0.90,shared_cui,1,chemical,BioRED,true
D001102,40610006,Arbovirus infection,0.90,shared_cui,1,disease,BioRED,true
D001139,253184003,Chiari malformation,0.90,shared_cui,1,disease,BC5CDR,true
D001161,28960008,Arteriosclerosis,0.90,shared_cui,1,disease,BioRED,true
D001216,87136001,Asparagine,0.90,shared_cui,1,chemical,BioRED,true
D001237,271877004,Suffocating,0.90,shared_cui,1,disease,BC5CDR,true
D001247,13791008,Asthenia,0.90,shared_cui,1,disease,BC5CDR,true
D001393,300903003,Azole,0.90,shared_cui,1,chemical,BC5CDR,true
D001534,6237004,Bemegride,0.90,shared_cui,1,chemical,BC5CDR,true
D001549,20691000122100,Itopride,0.55,mrrel_rn,1,chemical,BioRED,true
D001564,105590001,Substance,0.40,sty_fallback:Organic Chemical,1,chemical,BC5CDR,true
D001639,68615006,Bicarbonate,0.90,shared_cui,1,chemical,BC5CDR,true
D001656,77480004,Congenital biliary atresia,0.90,shared_cui,1,disease,BC5CDR,true
D001744,70650003,Urinary bladder stone,0.90,shared_cui,1,disease,BC5CDR,true
D001763,11934000,Ptosis of eyelid,0.90,shared_cui,1,disease,BC5CDR,true
D001941,79604008,Disorder of breast,0.90,shared_cui,1,disease,BioRED,true
D001965,16624005,Bromide salt,0.90,shared_cui,1,chemical,BC5CDR,true
D001986,4386001,Bronchospasm,0.90,shared_cui,1,disease,BC5CDR,true
D001987,12295008,Bronchiectasis,0.90,shared_cui,1,disease,BC5CDR,true
D001989,52409006,Bronchiolitis exudativa,0.90,shared_cui,1,disease,BC5CDR,true
D001991,32398004,Bronchitis,0.90,shared_cui,1,disease,BC5CDR,true
D002108,105590001,Substance,0.40,"sty_fallback:Amino Acid, Peptide, or Protein",1,chemical,BC5CDR,true
D002166,95994003,Camptothecin,0.90,shared_cui,1,chemical,BioRED,true
D002244,87453002,Carbon,0.90,shared_cui,1,chemical,BC5CDR,true
D002248,51765001,Carbon monoxide,0.90,shared_cui,1,chemical,BC5CDR,true
D002286,108369006,Neoplasm,0.40,sty_fallback:Neoplastic Process,1,disease,BC5CDR,true
D002305,35304003,Cardiac tamponade,0.90,shared_cui,1,disease,BC5CDR,true
D002357,63198006,Chondromalacia,0.90,shared_cui,1,disease,BioRED,true
D002494,128117002,Infectious disease of central nervous system,0.90,shared_cui,1,disease,BioRED,true
D002569,373219008,Antifungal,0.65,mrrel_rb,1,chemical,BioRED,true
D002606,32519007,Activated charcoal,0.90,shared_cui,1,chemical,BC5CDR,true
D002635,82490009,Chenodeoxycholic acid,0.90,shared_cui,1,chemical,BC5CDR,true
D002659,35919005,Autism spectrum disorder,0.90,shared_cui,1,disease,BC5CDR,true
D002699,387249003,Chlorambucil,0.90,shared_cui,1,chemical,BC5CDR,true
D002707,372866006,Chlordiazepoxide,0.90,shared_cui,1,chemical,BC5CDR,true
D002754,204508009,Choanal atresia,0.90,shared_cui,1,disease,BC5CDR,true
D002761,82403002,Cholangitis,0.90,shared_cui,1,disease,BC5CDR,true
D002764,76581006,Cholecystitis,0.90,shared_cui,1,disease,BC5CDR,true
D002822,1156971005,Choriocarcinoma,0.90,shared_cui,1,disease,BC5CDR,true
D002908,27624003,Chronic disease,0.90,shared_cui,1,disease,BC5CDR,true
D002952,129911007,Krebs cycle pathway,0.90,shared_cui,1,chemical,BC5CDR,true
D003006,387566002,Clopenthixol,0.90,shared_cui,1,chemical,BC5CDR,true
D003025,397932003,Talipes equinovarus,0.90,shared_cui,1,disease,BC5CDR,true
D003035,54808007,Cobalt,0.90,shared_cui,1,chemical,BC5CDR,true
D003047,60826002,Coccidioidomycosis,0.90,shared_cui,1,disease,BC5CDR,true
D003091,387412007,Colistin,0.90,shared_cui,1,chemical,BC5CDR,true
D003092,64226004,Colitis,0.90,shared_cui,1,disease,BioRED,true
D003095,81573002,Collagen disease,0.90,shared_cui,1,disease,BC5CDR,true
D003229,59698003,Disorder of conjunctiva,0.90,shared_cui,1,disease,BC5CDR,true
D003240,105969002,Disorder of connective tissue,0.90,shared_cui,1,disease,BC5CDR,true
D003318,64634000,Corneal opacity,0.90,shared_cui,1,disease,BC5CDR,true
D003371,49727002,Cough,0.90,shared_cui,1,disease,BC5CDR,true
D003487,79549001,Cyanoacrylate,0.90,shared_cui,1,chemical,BC5CDR,true
D003533,372683000,Cyproheptadine,0.90,shared_cui,1,chemical,BC5CDR,true
D003571,373873005,Pharmaceutical / biologic product,0.40,sty_fallback:Pharmacologic Substance,1,chemical,BioRED,true
D003596,72069001,Cytosine,0.90,shared_cui,1,chemical,BC5CDR,true
D003620,372819007,Dantrolene,0.90,shared_cui,1,chemical,BC5CDR,true
D003715,38362002,Dengue,0.90,shared_cui,1,disease,BioRED,true
D003853,24903001,Deoxyribonucleoside,0.90,shared_cui,1,chemical,BioRED,true
D003894,126189002,Desmopressin,0.90,shared_cui,1,chemical,BC5CDR,true
D004002,418080006,Clodronate,0.90,shared_cui,1,chemical,BioRED,true
D004076,105590001,Substance,0.40,sty_fallback:Organic Chemical,1,chemical,BC5CDR,true
D004091,44508008,Hydromorphone,0.90,shared_cui,1,chemical,BC5CDR,true
D004229,105590001,Substance,0.40,sty_fallback:Organic Chemical,1,chemical,BC5CDR,true
